dataset,model_a,model_b,condition_a,condition_b,slice,gap_a,gap_a_ci_low,gap_a_ci_high,gap_b,gap_b_ci_low,gap_b_ci_high,supported
WN18RR,TransE,RotatE,Random,Structured-low,relation_low,0.12384517975753001,0.1085755113507803,0.1396079945429124,0.1153478430665891,0.10046622235750698,0.12999808040525507,False
WN18RR,TransE,RotatE,Random,Relation-low,relation_low,0.12384517975753001,0.1085755113507803,0.1396079945429124,0.04315405438510907,0.03279739510032323,0.0539456647385513,False
WN18RR,TransE,RotatE,Structured-low,Relation-low,relation_low,0.1153478430665891,0.10046622235750698,0.12999808040525507,0.04315405438510907,0.03279739510032323,0.0539456647385513,False
WN18RR,DistMult,ComplEx,Random,Structured-low,relation_low,-0.024689849155244803,-0.04355824887419093,-0.007593011301361992,-0.0228023608845421,-0.04373518039909549,0.0007506430935432278,False
WN18RR,DistMult,ComplEx,Random,Relation-low,relation_low,-0.024689849155244803,-0.04355824887419093,-0.007593011301361992,0.0021876336783189284,-0.0032454102625058536,0.008105684085852561,False
WN18RR,DistMult,ComplEx,Structured-low,Relation-low,relation_low,-0.0228023608845421,-0.04373518039909549,0.0007506430935432278,0.0021876336783189284,-0.0032454102625058536,0.008105684085852561,False
WN18RR,DistMult,RotatE,Random,Structured-low,relation_low,0.05892263168953275,0.04423060901035551,0.07440742946038671,0.06420543432111687,0.0469886476288623,0.0844815593110802,False
WN18RR,DistMult,RotatE,Random,Relation-low,relation_low,0.05892263168953275,0.04423060901035551,0.07440742946038671,0.007780303248461184,0.0035835262462377785,0.013064363042411585,False
WN18RR,DistMult,RotatE,Structured-low,Relation-low,relation_low,0.06420543432111687,0.0469886476288623,0.0844815593110802,0.007780303248461184,0.0035835262462377785,0.013064363042411585,False
WN18RR,ComplEx,RotatE,Random,Structured-low,relation_low,0.08361248084477756,0.06681471863391363,0.10110734823337013,0.08700779520565897,0.07013329603588482,0.10600317554519244,False
WN18RR,ComplEx,RotatE,Random,Relation-low,relation_low,0.08361248084477756,0.06681471863391363,0.10110734823337013,0.005592669570142255,0.002772184754509713,0.009251107606762227,False
WN18RR,ComplEx,RotatE,Structured-low,Relation-low,relation_low,0.08700779520565897,0.07013329603588482,0.10600317554519244,0.005592669570142255,0.002772184754509713,0.009251107606762227,False
WN18RR,TransE,DistMult,Random,Structured-low,coverage_mid,-0.02172741890810373,-0.04886888006075943,0.008124197119655296,-0.04600119780944792,-0.07065723486612868,-0.019870183932583933,False
WN18RR,TransE,DistMult,Random,Relation-low,coverage_mid,-0.02172741890810373,-0.04886888006075943,0.008124197119655296,-0.07971983262657134,-0.0959521600083808,-0.06351102857615067,False
WN18RR,TransE,DistMult,Structured-low,Relation-low,coverage_mid,-0.04600119780944792,-0.07065723486612868,-0.019870183932583933,-0.07971983262657134,-0.0959521600083808,-0.06351102857615067,False
WN18RR,TransE,ComplEx,Random,Structured-low,coverage_mid,-0.11330616875158653,-0.135451482682857,-0.089142226961384,-0.11181729685561859,-0.130564918412634,-0.09343352975853074,False
WN18RR,TransE,ComplEx,Random,Relation-low,coverage_mid,-0.11330616875158653,-0.135451482682857,-0.089142226961384,-0.1513806359093159,-0.17148633480197625,-0.13108745522693133,False
WN18RR,TransE,ComplEx,Structured-low,Relation-low,coverage_mid,-0.11181729685561859,-0.130564918412634,-0.09343352975853074,-0.1513806359093159,-0.17148633480197625,-0.13108745522693133,False
WN18RR,TransE,RotatE,Random,Structured-low,coverage_mid,0.14554382441963115,0.13396836141761678,0.15746956743084303,0.13843381915843364,0.12740175934278586,0.15056202055029966,False
WN18RR,TransE,RotatE,Random,Relation-low,coverage_mid,0.14554382441963115,0.13396836141761678,0.15746956743084303,0.1276869657343205,0.11501633728828976,0.14061813038992735,False
WN18RR,TransE,RotatE,Structured-low,Relation-low,coverage_mid,0.13843381915843364,0.12740175934278586,0.15056202055029966,0.1276869657343205,0.11501633728828976,0.14061813038992735,False
WN18RR,DistMult,ComplEx,Random,Structured-low,coverage_mid,-0.0915787498434828,-0.1263467725714852,-0.06181560505651314,-0.06581609904617067,-0.08699581630141241,-0.04547013216916851,False
WN18RR,DistMult,ComplEx,Random,Relation-low,coverage_mid,-0.0915787498434828,-0.1263467725714852,-0.06181560505651314,-0.07166080328274457,-0.0885114633267932,-0.057618105741130174,False
WN18RR,DistMult,ComplEx,Structured-low,Relation-low,coverage_mid,-0.06581609904617067,-0.08699581630141241,-0.04547013216916851,-0.07166080328274457,-0.0885114633267932,-0.057618105741130174,False
WN18RR,DistMult,RotatE,Random,Structured-low,coverage_mid,0.16727124332773488,0.13489064592375377,0.19655062525042558,0.18443501696788156,0.15906400920033992,0.2084740685579644,False
WN18RR,DistMult,RotatE,Random,Relation-low,coverage_mid,0.16727124332773488,0.13489064592375377,0.19655062525042558,0.20740679836089185,0.1862165907676371,0.22956145132560796,False
WN18RR,DistMult,RotatE,Structured-low,Relation-low,coverage_mid,0.18443501696788156,0.15906400920033992,0.2084740685579644,0.20740679836089185,0.1862165907676371,0.22956145132560796,False
WN18RR,ComplEx,RotatE,Random,Structured-low,coverage_mid,0.25884999317121765,0.2346896844995986,0.2815009147899042,0.25025111601405226,0.22966298982000005,0.2720484526002863,False
WN18RR,ComplEx,RotatE,Random,Relation-low,coverage_mid,0.25884999317121765,0.2346896844995986,0.2815009147899042,0.2790676016436364,0.2554365781001655,0.30308761816843305,False
WN18RR,ComplEx,RotatE,Structured-low,Relation-low,coverage_mid,0.25025111601405226,0.22966298982000005,0.2720484526002863,0.2790676016436364,0.2554365781001655,0.30308761816843305,False
WN18RR,TransE,DistMult,Random,Structured-low,relation_mid,-0.1324343240225827,-0.17482281248590323,-0.08339244545753521,-0.18451865891979438,-0.21731187054860523,-0.15406399440160984,False
WN18RR,TransE,DistMult,Random,Relation-low,relation_mid,-0.1324343240225827,-0.17482281248590323,-0.08339244545753521,-0.25132647590002166,-0.27283423705990634,-0.23004743323604088,False
WN18RR,TransE,DistMult,Structured-low,Relation-low,relation_mid,-0.18451865891979438,-0.21731187054860523,-0.15406399440160984,-0.25132647590002166,-0.27283423705990634,-0.23004743323604088,False
WN18RR,TransE,ComplEx,Random,Structured-low,relation_mid,-0.35071416337669065,-0.3776563941676088,-0.31840506076274744,-0.3646979257826074,-0.3885671744396534,-0.3403645638651436,False
